Destination Airport State,ID,Origin Airport,Origin Airport State,Route Cost,Destination Airport,Main Cabin Price,Departing Date,Departing Time,Duration,Distance,Destination Code,Arrival Date,Origin Code,Arrival Time,Total Seats,Origin Airport City,Origin Airport Country,Origin Airport Fee,Origin Airport Lounge,Destination Airport City,Destination Airport Country,Destination Airport Fee,Destination Airport Lounge,Type,Surcharge,Food Served,Main Cabin Seats,Business Class Price,Miner Points,First Class Seats,Time Zone Difference,Business Class Seats,Flight Number,First Class Price
Massachusetts,3568,Los Angeles International Airport,California,51892,Boston Logan International Airport,238,5/5/2023,3:00 PM,326,2269,BOS,5/5/2023,LAX,11:26 PM,160,Los Angeles,United States,4,TRUE,Boston,United States,3,TRUE,Domestic,0,TRUE,92,596,4538,13,3,55,2343568,1413
United Kingdom,57,El Paso International Airport,Texas,66329,Heathrow Airport,1002,4/6/2023,5:25 AM,645,5148,LHR,4/6/2023,ELP,11:10 PM,150,El Paso,United States,3.5,FALSE,London,England,5,TRUE,International,13,TRUE,86,3150,15444,11,7,53,23357,4363
United Kingdom,177,El Paso International Airport,Texas,66329,Heathrow Airport,1072,4/7/2023,5:25 AM,645,5148,LHR,4/7/2023,ELP,11:10 PM,165,El Paso,United States,3.5,FALSE,London,England,5,TRUE,International,13,TRUE,95,4006,15444,10,7,60,236177,7100
United Kingdom,297,El Paso International Airport,Texas,66329,Heathrow Airport,1098,4/8/2023,5:25 AM,645,5148,LHR,4/8/2023,ELP,11:10 PM,151,El Paso,United States,3.5,FALSE,London,England,5,TRUE,International,13,TRUE,90,5490,15444,13,7,48,230297,10871
United Kingdom,417,El Paso International Airport,Texas,66329,Heathrow Airport,786,4/9/2023,5:25 AM,645,5148,LHR,4/9/2023,ELP,11:10 PM,146,El Paso,United States,3.5,FALSE,London,England,5,TRUE,International,13,TRUE,92,4581,15444,8,7,46,233417,9505
United Kingdom,537,El Paso International Airport,Texas,66329,Heathrow Airport,840,4/10/2023,5:25 AM,645,5148,LHR,4/10/2023,ELP,11:10 PM,158,El Paso,United States,3.5,FALSE,London,England,5,TRUE,International,13,TRUE,104,3639,15444,11,7,43,236537,7173
United Kingdom,657,El Paso International Airport,Texas,66329,Heathrow Airport,1070,4/11/2023,5:25 AM,645,5148,LHR,4/11/2023,ELP,11:10 PM,140,El Paso,United States,3.5,FALSE,London,England,5,TRUE,International,13,TRUE,91,3682,15444,8,7,41,230657,8324
United Kingdom,777,El Paso International Airport,Texas,66329,Heathrow Airport,1010,4/12/2023,5:25 AM,645,5148,LHR,4/12/2023,ELP,11:10 PM,147,El Paso,United States,3.5,FALSE,London,England,5,TRUE,International,13,TRUE,94,5595,15444,11,7,42,233777,5487
United Kingdom,897,El Paso International Airport,Texas,66329,Heathrow Airport,987,4/13/2023,5:25 AM,645,5148,LHR,4/13/2023,ELP,11:10 PM,175,El Paso,United States,3.5,FALSE,London,England,5,TRUE,International,13,TRUE,97,4624,15444,15,7,63,236897,5633
United Kingdom,1017,El Paso International Airport,Texas,66329,Heathrow Airport,1189,4/14/2023,5:25 AM,645,5148,LHR,4/14/2023,ELP,11:10 PM,149,El Paso,United States,3.5,FALSE,London,England,5,TRUE,International,13,TRUE,95,4940,15444,11,7,43,2301017,6456
United Kingdom,1137,El Paso International Airport,Texas,66329,Heathrow Airport,1317,4/15/2023,5:25 AM,645,5148,LHR,4/15/2023,ELP,11:10 PM,136,El Paso,United States,3.5,FALSE,London,England,5,TRUE,International,13,TRUE,87,3360,15444,9,7,40,2331137,6879
United Kingdom,1257,El Paso International Airport,Texas,66329,Heathrow Airport,1024,4/16/2023,5:25 AM,645,5148,LHR,4/16/2023,ELP,11:10 PM,169,El Paso,United States,3.5,FALSE,London,England,5,TRUE,International,13,TRUE,103,4091,15444,14,7,52,2361257,8560
United Kingdom,1377,El Paso International Airport,Texas,66329,Heathrow Airport,1409,4/17/2023,5:25 AM,645,5148,LHR,4/17/2023,ELP,11:10 PM,153,El Paso,United States,3.5,FALSE,London,England,5,TRUE,International,13,TRUE,88,3350,15444,13,7,52,2301377,5127
United Kingdom,1497,El Paso International Airport,Texas,66329,Heathrow Airport,1215,4/18/2023,5:25 AM,645,5148,LHR,4/18/2023,ELP,11:10 PM,149,El Paso,United States,3.5,FALSE,London,England,5,TRUE,International,13,TRUE,100,4345,15444,9,7,40,2331497,8956
United Kingdom,1617,El Paso International Airport,Texas,66329,Heathrow Airport,1008,4/19/2023,5:25 AM,645,5148,LHR,4/19/2023,ELP,11:10 PM,172,El Paso,United States,3.5,FALSE,London,England,5,TRUE,International,13,TRUE,102,4695,15444,8,7,62,2361617,8895
United Kingdom,1737,El Paso International Airport,Texas,66329,Heathrow Airport,917,4/20/2023,5:25 AM,645,5148,LHR,4/20/2023,ELP,11:10 PM,162,El Paso,United States,3.5,FALSE,London,England,5,TRUE,International,13,TRUE,95,4150,15444,8,7,59,2301737,7212
United Kingdom,1857,El Paso International Airport,Texas,66329,Heathrow Airport,1311,4/21/2023,5:25 AM,645,5148,LHR,4/21/2023,ELP,11:10 PM,163,El Paso,United States,3.5,FALSE,London,England,5,TRUE,International,13,TRUE,91,4584,15444,12,7,60,2331857,13148
United Kingdom,1977,El Paso International Airport,Texas,66329,Heathrow Airport,983,4/22/2023,5:25 AM,645,5148,LHR,4/22/2023,ELP,11:10 PM,157,El Paso,United States,3.5,FALSE,London,England,5,TRUE,International,13,TRUE,91,5348,15444,14,7,52,2361977,4814
United Kingdom,2097,El Paso International Airport,Texas,66329,Heathrow Airport,604,4/23/2023,5:25 AM,645,5148,LHR,4/23/2023,ELP,11:10 PM,158,El Paso,United States,3.5,FALSE,London,England,5,TRUE,International,13,TRUE,95,5240,15444,13,7,50,2302097,7382
United Kingdom,2217,El Paso International Airport,Texas,66329,Heathrow Airport,947,4/24/2023,5:25 AM,645,5148,LHR,4/24/2023,ELP,11:10 PM,148,El Paso,United States,3.5,FALSE,London,England,5,TRUE,International,13,TRUE,93,4351,15444,8,7,47,2332217,10177
United Kingdom,2337,El Paso International Airport,Texas,66329,Heathrow Airport,1044,4/25/2023,5:25 AM,645,5148,LHR,4/25/2023,ELP,11:10 PM,166,El Paso,United States,3.5,FALSE,London,England,5,TRUE,International,13,TRUE,96,4788,15444,8,7,62,2362337,8501
United Kingdom,2457,El Paso International Airport,Texas,66329,Heathrow Airport,1021,4/26/2023,5:25 AM,645,5148,LHR,4/26/2023,ELP,11:10 PM,143,El Paso,United States,3.5,FALSE,London,England,5,TRUE,International,13,TRUE,87,3570,15444,9,7,47,2302457,6218
United Kingdom,2577,El Paso International Airport,Texas,66329,Heathrow Airport,1038,4/27/2023,5:25 AM,645,5148,LHR,4/27/2023,ELP,11:10 PM,151,El Paso,United States,3.5,FALSE,London,England,5,TRUE,International,13,TRUE,97,4068,15444,11,7,43,2332577,11406
United Kingdom,2697,El Paso International Airport,Texas,66329,Heathrow Airport,1285,4/28/2023,5:25 AM,645,5148,LHR,4/28/2023,ELP,11:10 PM,154,El Paso,United States,3.5,FALSE,London,England,5,TRUE,International,13,TRUE,96,4425,15444,12,7,46,2362697,12257
United Kingdom,2817,El Paso International Airport,Texas,66329,Heathrow Airport,951,4/29/2023,5:25 AM,645,5148,LHR,4/29/2023,ELP,11:10 PM,154,El Paso,United States,3.5,FALSE,London,England,5,TRUE,International,13,TRUE,94,3488,15444,8,7,52,2302817,5841
United Kingdom,2937,El Paso International Airport,Texas,66329,Heathrow Airport,1164,4/30/2023,5:25 AM,645,5148,LHR,4/30/2023,ELP,11:10 PM,175,El Paso,United States,3.5,FALSE,London,England,5,TRUE,International,13,TRUE,101,4151,15444,13,7,61,2332937,8326
United Kingdom,3057,El Paso International Airport,Texas,66329,Heathrow Airport,1248,5/1/2023,5:25 AM,645,5148,LHR,5/1/2023,ELP,11:10 PM,165,El Paso,United States,3.5,FALSE,London,England,5,TRUE,International,13,TRUE,97,3430,15444,11,7,57,2363057,11862
United Kingdom,3177,El Paso International Airport,Texas,66329,Heathrow Airport,927,5/2/2023,5:25 AM,645,5148,LHR,5/2/2023,ELP,11:10 PM,168,El Paso,United States,3.5,FALSE,London,England,5,TRUE,International,13,TRUE,101,5033,15444,13,7,54,2303177,8908
United Kingdom,3297,El Paso International Airport,Texas,66329,Heathrow Airport,1027,5/3/2023,5:25 AM,645,5148,LHR,5/3/2023,ELP,11:10 PM,160,El Paso,United States,3.5,FALSE,London,England,5,TRUE,International,13,TRUE,91,3388,15444,11,7,58,2333297,5360
United Kingdom,3417,El Paso International Airport,Texas,66329,Heathrow Airport,793,5/4/2023,5:25 AM,645,5148,LHR,5/4/2023,ELP,11:10 PM,166,El Paso,United States,3.5,FALSE,London,England,5,TRUE,International,13,TRUE,96,5600,15444,10,7,60,2363417,10293
United Kingdom,3537,El Paso International Airport,Texas,66329,Heathrow Airport,1251,5/5/2023,5:25 AM,645,5148,LHR,5/5/2023,ELP,11:10 PM,163,El Paso,United States,3.5,FALSE,London,England,5,TRUE,International,13,TRUE,92,4264,15444,15,7,56,2303537,5275
Florida,80,Los Angeles International Airport,California,71901,Orlando International Airport,236,4/6/2023,3:00 PM,281,1927,ORL,4/6/2023,LAX,10:41 PM,169,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,104,1165,3854,11,3,54,23880,1543
Florida,200,Los Angeles International Airport,California,71901,Orlando International Airport,194,4/7/2023,3:00 PM,281,1927,ORL,4/7/2023,LAX,10:41 PM,162,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,89,666,3854,9,3,64,232200,1868
Florida,320,Los Angeles International Airport,California,71901,Orlando International Airport,190,4/8/2023,3:00 PM,281,1927,ORL,4/8/2023,LAX,10:41 PM,161,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,85,801,3854,12,3,64,235320,3038
Florida,440,Los Angeles International Airport,California,71901,Orlando International Airport,308,4/9/2023,3:00 PM,281,1927,ORL,4/9/2023,LAX,10:41 PM,166,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,101,766,3854,9,3,56,238440,1210
Florida,560,Los Angeles International Airport,California,71901,Orlando International Airport,235,4/10/2023,3:00 PM,281,1927,ORL,4/10/2023,LAX,10:41 PM,153,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,94,1157,3854,10,3,49,232560,2977
Florida,680,Los Angeles International Airport,California,71901,Orlando International Airport,531,4/11/2023,3:00 PM,281,1927,ORL,4/11/2023,LAX,10:41 PM,163,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,95,630,3854,10,3,58,235680,1987
Florida,800,Los Angeles International Airport,California,71901,Orlando International Airport,167,4/12/2023,3:00 PM,281,1927,ORL,4/12/2023,LAX,10:41 PM,145,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,97,735,3854,8,3,40,238800,2561
Florida,920,Los Angeles International Airport,California,71901,Orlando International Airport,181,4/13/2023,3:00 PM,281,1927,ORL,4/13/2023,LAX,10:41 PM,164,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,94,840,3854,11,3,59,232920,2253
Florida,1040,Los Angeles International Airport,California,71901,Orlando International Airport,445,4/14/2023,3:00 PM,281,1927,ORL,4/14/2023,LAX,10:41 PM,152,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,97,777,3854,12,3,43,2351040,3135
Florida,1160,Los Angeles International Airport,California,71901,Orlando International Airport,367,4/15/2023,3:00 PM,281,1927,ORL,4/15/2023,LAX,10:41 PM,158,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,98,1121,3854,12,3,48,2381160,2995
Florida,1280,Los Angeles International Airport,California,71901,Orlando International Airport,156,4/16/2023,3:00 PM,281,1927,ORL,4/16/2023,LAX,10:41 PM,166,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,93,708,3854,9,3,64,2321280,2770
Florida,1400,Los Angeles International Airport,California,71901,Orlando International Airport,518,4/17/2023,3:00 PM,281,1927,ORL,4/17/2023,LAX,10:41 PM,166,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,97,744,3854,8,3,61,2351400,2828
Florida,1520,Los Angeles International Airport,California,71901,Orlando International Airport,297,4/18/2023,3:00 PM,281,1927,ORL,4/18/2023,LAX,10:41 PM,155,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,98,914,3854,14,3,43,2381520,2548
Florida,1640,Los Angeles International Airport,California,71901,Orlando International Airport,267,4/19/2023,3:00 PM,281,1927,ORL,4/19/2023,LAX,10:41 PM,159,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,91,852,3854,13,3,55,2321640,2334
Florida,1760,Los Angeles International Airport,California,71901,Orlando International Airport,213,4/20/2023,3:00 PM,281,1927,ORL,4/20/2023,LAX,10:41 PM,153,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,91,690,3854,8,3,54,2351760,3129
Florida,1880,Los Angeles International Airport,California,71901,Orlando International Airport,197,4/21/2023,3:00 PM,281,1927,ORL,4/21/2023,LAX,10:41 PM,170,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,99,767,3854,8,3,63,2381880,3344
Florida,2000,Los Angeles International Airport,California,71901,Orlando International Airport,528,4/22/2023,3:00 PM,281,1927,ORL,4/22/2023,LAX,10:41 PM,142,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,90,1051,3854,12,3,40,2322000,2782
Florida,2120,Los Angeles International Airport,California,71901,Orlando International Airport,373,4/23/2023,3:00 PM,281,1927,ORL,4/23/2023,LAX,10:41 PM,155,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,99,676,3854,15,3,41,2352120,2409
Florida,2240,Los Angeles International Airport,California,71901,Orlando International Airport,137,4/24/2023,3:00 PM,281,1927,ORL,4/24/2023,LAX,10:41 PM,163,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,97,1171,3854,10,3,56,2382240,2695
Florida,2360,Los Angeles International Airport,California,71901,Orlando International Airport,539,4/25/2023,3:00 PM,281,1927,ORL,4/25/2023,LAX,10:41 PM,165,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,98,1005,3854,12,3,55,2322360,2178
Florida,2480,Los Angeles International Airport,California,71901,Orlando International Airport,426,4/26/2023,3:00 PM,281,1927,ORL,4/26/2023,LAX,10:41 PM,161,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,99,743,3854,8,3,54,2352480,3358
Florida,2600,Los Angeles International Airport,California,71901,Orlando International Airport,419,4/27/2023,3:00 PM,281,1927,ORL,4/27/2023,LAX,10:41 PM,153,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,90,742,3854,10,3,53,2382600,2979
Florida,2720,Los Angeles International Airport,California,71901,Orlando International Airport,356,4/28/2023,3:00 PM,281,1927,ORL,4/28/2023,LAX,10:41 PM,157,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,100,688,3854,11,3,46,2322720,1689
Florida,2840,Los Angeles International Airport,California,71901,Orlando International Airport,475,4/29/2023,3:00 PM,281,1927,ORL,4/29/2023,LAX,10:41 PM,162,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,98,905,3854,13,3,51,2352840,1443
Florida,2960,Los Angeles International Airport,California,71901,Orlando International Airport,539,4/30/2023,3:00 PM,281,1927,ORL,4/30/2023,LAX,10:41 PM,155,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,103,656,3854,8,3,44,2382960,2328
Florida,3080,Los Angeles International Airport,California,71901,Orlando International Airport,402,5/1/2023,3:00 PM,281,1927,ORL,5/1/2023,LAX,10:41 PM,149,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,99,899,3854,9,3,41,2323080,1597
Florida,3200,Los Angeles International Airport,California,71901,Orlando International Airport,131,5/2/2023,3:00 PM,281,1927,ORL,5/2/2023,LAX,10:41 PM,158,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,89,728,3854,10,3,59,2353200,2190
Florida,3320,Los Angeles International Airport,California,71901,Orlando International Airport,546,5/3/2023,3:00 PM,281,1927,ORL,5/3/2023,LAX,10:41 PM,168,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,91,1033,3854,14,3,63,2383320,1814
Florida,3440,Los Angeles International Airport,California,71901,Orlando International Airport,371,5/4/2023,3:00 PM,281,1927,ORL,5/4/2023,LAX,10:41 PM,175,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,103,674,3854,8,3,64,2323440,3209
Florida,3560,Los Angeles International Airport,California,71901,Orlando International Airport,489,5/5/2023,3:00 PM,281,1927,ORL,5/5/2023,LAX,10:41 PM,148,Los Angeles,United States,4,TRUE,Orlando,United States,5,TRUE,Domestic,0,FALSE,88,1157,3854,10,3,50,2353560,3115
Massachusetts,44,El Paso International Airport,Texas,11994,Boston Logan International Airport,522,4/6/2023,3:00 PM,275,2064,BOS,4/6/2023,ELP,9:35 PM,153,El Paso,United States,3.5,FALSE,Boston,United States,3,TRUE,Domestic,0,FALSE,90,1001,4128,10,2,53,23844,1798
Texas,48,Logan International Airport,Massachusetts,15119,El Paso International Airport,282,4/6/2023,3:00 PM,275,2064,ELP,4/6/2023,BOS,9:35 PM,166,Boston,United States,3,TRUE,El Paso,United States,3.5,FALSE,Domestic,0,FALSE,99,797,4128,8,2,59,23348,1751
Massachusetts,164,El Paso International Airport,Texas,11994,Boston Logan International Airport,201,4/7/2023,3:00 PM,275,2064,BOS,4/7/2023,ELP,9:35 PM,157,El Paso,United States,3.5,FALSE,Boston,United States,3,TRUE,Domestic,0,FALSE,92,854,4128,12,2,53,232164,1971
Texas,168,Logan International Airport,Massachusetts,15119,El Paso International Airport,301,4/7/2023,3:00 PM,275,2064,ELP,4/7/2023,BOS,9:35 PM,169,Boston,United States,3,TRUE,El Paso,United States,3.5,FALSE,Domestic,0,FALSE,98,847,4128,14,2,57,236168,3419
Massachusetts,284,El Paso International Airport,Texas,11994,Boston Logan International Airport,225,4/8/2023,3:00 PM,275,2064,BOS,4/8/2023,ELP,9:35 PM,141,El Paso,United States,3.5,FALSE,Boston,United States,3,TRUE,Domestic,0,FALSE,86,1039,4128,9,2,46,235284,2123
